Invoice ID,Branch,City,Customer type,Gender,Product line,Date,MonthName,Payment,Rating,Unit price,Quantity,Total Sales
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,04-03-2019,March,Ewallet,7.2,33.3,9,314.685
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,13-01-2019,January,Credit card,9.3,81.01,3,255.1815
605-03-2706,A,Yangon,Normal,Female,Health and beauty,25-03-2019,March,Cash,9.5,15.8,3,49.77
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,11-03-2019,March,Credit card,9,34.49,5,181.0725
746-04-1077,B,Mandalay,Member,Female,Food and beverages,01-01-2019,January,Credit card,9,84.63,10,888.615
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,10-02-2019,February,Ewallet,6.7,36.91,7,271.2885
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,26-01-2019,January,Cash,5.5,87.08,7,640.038
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,11-02-2019,February,Cash,5.4,80.08,3,252.252
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,07-02-2019,February,Cash,8.2,86.13,2,180.873
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,06-03-2019,March,Credit card,7,49.92,2,104.832
221-25-5073,A,Yangon,Normal,Female,Food and beverages,04-03-2019,March,Cash,8.5,74.66,4,313.572
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26-02-2019,February,Ewallet,4.9,26.6,6,167.58
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,10-03-2019,March,Credit card,5.1,25.45,1,26.7225
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,04-02-2019,February,Credit card,6.5,67.77,1,71.1585
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,19-01-2019,January,Cash,9.8,59.59,4,250.278
809-46-1866,A,Yangon,Normal,Male,Health and beauty,23-01-2019,January,Cash,8.4,58.15,4,244.23
139-32-4183,A,Yangon,Member,Female,Sports and travel,14-03-2019,March,Ewallet,7.4,97.48,9,921.186
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,23-01-2019,January,Cash,6.1,99.96,7,734.706
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,09-01-2019,January,Cash,6,96.37,7,708.3195
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,07-02-2019,February,Ewallet,8.5,63.71,5,334.4775
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,18-02-2019,February,Ewallet,4.3,14.76,2,30.996
552-44-5977,B,Mandalay,Member,Male,Health and beauty,03-01-2019,January,Credit card,6.2,62,8,520.8
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,29-03-2019,March,Ewallet,4.3,82.34,10,864.57
430-53-4718,B,Mandalay,Member,Male,Health and beauty,28-01-2019,January,Credit card,8.4,75.37,8,633.108
886-18-2897,A,Yangon,Normal,Female,Food and beverages,22-03-2019,March,Credit card,4.5,56.56,5,296.94
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,24-01-2019,January,Ewallet,6,76.6,10,804.3
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,10-03-2019,March,Ewallet,8.8,58.03,2,121.863
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,22-02-2019,February,Ewallet,6.6,17.49,10,183.645
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,18-02-2019,February,Ewallet,5.9,60.95,1,63.9975
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,29-01-2019,January,Ewallet,6.2,40.35,1,42.3675
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,02-03-2019,March,Ewallet,4.4,97.38,10,1022.49
727-02-1313,A,Yangon,Member,Male,Food and beverages,09-02-2019,February,Cash,7.7,31.84,1,33.432
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,22-02-2019,February,Cash,4.1,65.82,1,69.111
849-09-3807,A,Yangon,Member,Female,Fashion accessories,18-02-2019,February,Cash,6.6,88.34,7,649.299
